run_id,phase,img_w,batch,lr,sched,wd,groupnorm,dropout,val_cer,val_exact,steps_per_epoch,eta_epoch_s,eta_total_s
A01,A,192,64,0.001,onecycle,0.0,False,0.1,0.028072916666666604,0.89203125,900,12.072717547416687,36.21815264225006
A02,A,192,64,0.001,onecycle,0.0001,False,0.1,0.029958333333333264,0.88625,900,10.099868774414062,30.299606323242188
A03,A,192,64,0.001,cosine,0.0,False,0.1,0.3574401041666651,0.335625,900,9.704301953315735,29.112905859947205
A04,A,192,64,0.001,cosine,0.0001,False,0.1,0.34254947916666517,0.345,900,11.008681654930115,33.026044964790344
A05,A,192,128,0.002,onecycle,0.0,False,0.1,0.6409322916666693,0.1678125,450,8.39470624923706,25.18411874771118
A06,A,192,128,0.002,onecycle,0.0001,False,0.1,0.6235885416666683,0.171875,450,8.57207715511322,25.71623146533966
